<<<<<<< HEAD
"answer_id","answer","late_answer","answer_option","answer_plus_option","question_id","question_name","question_description","playerround_id","groupround_round_number","player_code","group_name","gamesession_name","welfare_level","round_income"
679,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",679,2,"t5p1","table5","240924_EPA_IntroDays_Ommen","Low",65000
680,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",679,2,"t5p1","table5","240924_EPA_IntroDays_Ommen","Low",65000
743,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",718,3,"t5p1","table5","240924_EPA_IntroDays_Ommen","Low",65000
744,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",718,3,"t5p1","table5","240924_EPA_IntroDays_Ommen","Low",65000
581,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",629,1,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
582,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",629,1,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
673,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",677,2,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
674,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",677,2,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
745,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",714,3,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
746,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",714,3,"t5p2","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
583,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",631,1,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
584,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",631,1,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
675,5,0,"I will get seriously damaged","5 - I will get seriously damaged",37,"Question 1.","How do you judge the flooding risk of your house?",678,2,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
676,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",678,2,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
749,5,0,"I will get seriously damaged","5 - I will get seriously damaged",37,"Question 1.","How do you judge the flooding risk of your house?",717,3,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
750,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",717,3,"t5p3","table5","240924_EPA_IntroDays_Ommen","Very Low",50000
589,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",627,1,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
590,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",627,1,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
685,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",672,2,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
686,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",672,2,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
753,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",715,3,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
754,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",715,3,"t5p4","table5","240924_EPA_IntroDays_Ommen","Low-average",80000
595,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",628,1,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
596,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",628,1,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
683,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",676,2,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
684,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",676,2,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
751,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",713,3,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
752,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",713,3,"t5p5","table5","240924_EPA_IntroDays_Ommen","High",120000
593,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",626,1,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
594,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",626,1,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
698,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",674,2,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
699,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",674,2,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
739,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",716,3,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
740,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",716,3,"t5p6","table5","240924_EPA_IntroDays_Ommen","Very High",180000
585,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",625,1,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
586,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",625,1,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
677,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",673,2,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
678,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",673,2,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
741,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",712,3,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
742,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",712,3,"t5p7","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
587,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",630,1,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
588,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",630,1,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
681,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",675,2,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
682,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",675,2,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
747,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",711,3,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
748,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",711,3,"t5p8","table5","240924_EPA_IntroDays_Ommen","High-average",1e+05
873,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",789,1,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
874,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",789,1,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
953,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",837,2,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
954,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",837,2,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
1027,5,0,"I will get seriously damaged","5 - I will get seriously damaged",37,"Question 1.","How do you judge the flooding risk of your house?",879,3,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
1028,1,0,"Absolutely not confident","1 - Absolutely not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",879,3,"t6p1","table6","240924_EPA_IntroDays_Ommen","Low",65000
861,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",802,1,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
862,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",802,1,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
925,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",850,2,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
926,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",850,2,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1025,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",882,3,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1026,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",882,3,"t6p2","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
865,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",799,1,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
866,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",799,1,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
939,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",839,2,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
940,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",839,2,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
1033,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",878,3,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
1034,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",878,3,"t6p3","table6","240924_EPA_IntroDays_Ommen","Very Low",50000
877,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",800,1,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
878,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",800,1,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
929,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",840,2,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
930,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",840,2,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
1019,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",876,3,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
1020,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",876,3,"t6p4","table6","240924_EPA_IntroDays_Ommen","Low-average",80000
869,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",801,1,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
870,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",801,1,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
927,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",838,2,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
928,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",838,2,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
1023,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",880,3,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
1024,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",880,3,"t6p5","table6","240924_EPA_IntroDays_Ommen","High",120000
871,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",792,1,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
872,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",792,1,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
951,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",849,2,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
952,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",849,2,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
1031,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",881,3,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
1032,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",881,3,"t6p6","table6","240924_EPA_IntroDays_Ommen","Very High",180000
863,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",791,1,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
864,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",791,1,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
955,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",836,2,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
956,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",836,2,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1021,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",877,3,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1022,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",877,3,"t6p7","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
867,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",790,1,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
868,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",790,1,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
937,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",841,2,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
938,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",841,2,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1029,5,0,"I will get seriously damaged","5 - I will get seriously damaged",37,"Question 1.","How do you judge the flooding risk of your house?",875,3,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
1030,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",875,3,"t6p8","table6","240924_EPA_IntroDays_Ommen","High-average",1e+05
835,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",781,1,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
836,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",781,1,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
881,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",829,2,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
882,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",829,2,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
941,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",854,3,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
942,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",854,3,"t7p1","table7","240924_EPA_IntroDays_Ommen","Low",65000
839,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",785,1,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
840,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",785,1,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
887,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",833,2,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
888,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",833,2,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
947,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",859,3,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
948,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",859,3,"t7p2","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
837,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",783,1,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
838,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",783,1,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
883,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",827,2,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
884,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",827,2,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
949,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",858,3,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
950,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",858,3,"t7p3","table7","240924_EPA_IntroDays_Ommen","Very Low",50000
841,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",784,1,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
842,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",784,1,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
889,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",831,2,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
890,1,0,"Absolutely not confident","1 - Absolutely not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",831,2,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
933,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",856,3,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
934,1,0,"Absolutely not confident","1 - Absolutely not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",856,3,"t7p4","table7","240924_EPA_IntroDays_Ommen","Low-average",80000
829,2,0,"If I get flooded, I won't get damaged","2 - If I get flooded, I won't get damaged",37,"Question 1.","How do you judge the flooding risk of your house?",786,1,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
830,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",786,1,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
891,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",832,2,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
892,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",832,2,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
943,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",853,3,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
944,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",853,3,"t7p5","table7","240924_EPA_IntroDays_Ommen","High",120000
833,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",782,1,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
834,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",782,1,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
879,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",828,2,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
880,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",828,2,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
931,1,0,"I won't get flooded","1 - I won't get flooded",37,"Question 1.","How do you judge the flooding risk of your house?",852,3,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
932,5,0,"Absolutely confident","5 - Absolutely confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",852,3,"t7p6","table7","240924_EPA_IntroDays_Ommen","Very High",180000
831,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",787,1,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
832,1,0,"Absolutely not confident","1 - Absolutely not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",787,1,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
885,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",830,2,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
886,4,0,"Somehow confident","4 - Somehow confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",830,2,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
935,3,0,"I might suffer minor damage","3 - I might suffer minor damage",37,"Question 1.","How do you judge the flooding risk of your house?",855,3,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
936,3,0,"Inconclusive","3 - Inconclusive",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",855,3,"t7p7","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
843,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",780,1,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
844,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",780,1,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
899,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",826,2,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
900,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",826,2,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
945,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",857,3,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
946,2,0,"Not confident","2 - Not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",857,3,"t7p8","table7","240924_EPA_IntroDays_Ommen","High-average",1e+05
893,4,0,"I will suffer some damage","4 - I will suffer some damage",37,"Question 1.","How do you judge the flooding risk of your house?",813,1,"t8p1","table8","240924_EPA_IntroDays_Ommen","Low",65000
894,1,0,"Absolutely not confident","1 - Absolutely not confident",38,"Question 2.","How confident are you that the public flood measures in your community will protect your house against flooding?",813,1,"t8p1","table8","240924_EPA_IntroDays_Ommen","Low",65000
985,5,0,"I will get seriously damaged","5 - I will get seriously damaged",37,"Question 1.","How do you judge the flooding risk of your house?",862,2,"t8p1","table8","240924_EPA_IntroDays_Ommen","Low",65000
